Period,Replicate,Target,Token,Rank,Target_in_vocab,Vocab_size
1951-1960,41,terrorism,kill_injure,34.0,True,6410
1951-1960,41,terrorism,slay,37.0,True,6410
1951-1960,41,terrorism,cameroon,700.0,True,6410
1951-1960,41,terrorism,north_africans,253.0,True,6410
1951-1960,41,terrorism,mau_mau,29.0,True,6410
1951-1960,41,terrorism,counterterrorist,127.0,True,6410
1951-1960,41,terrorism,antiterrorist_drive,,True,6410
1951-1960,41,terrorism,jakarta_indonesia,609.0,True,6410
1951-1960,41,terrorist,south_vietnam,2017.0,True,6410
1951-1960,42,terrorism,kill_injure,12.0,True,6391
1951-1960,42,terrorism,slay,4.0,True,6391
1951-1960,42,terrorism,cameroon,9.0,True,6391
1951-1960,42,terrorism,north_africans,75.0,True,6391
1951-1960,42,terrorism,mau_mau,274.0,True,6391
1951-1960,42,terrorism,counterterrorist,88.0,True,6391
1951-1960,42,terrorism,antiterrorist_drive,,True,6391
1951-1960,42,terrorism,jakarta_indonesia,14.0,True,6391
1951-1960,42,terrorist,south_vietnam,45.0,True,6391
1951-1960,43,terrorism,kill_injure,4.0,True,6613
1951-1960,43,terrorism,slay,14.0,True,6613
1951-1960,43,terrorism,cameroon,252.0,True,6613
1951-1960,43,terrorism,north_africans,20.0,True,6613
1951-1960,43,terrorism,mau_mau,186.0,True,6613
1951-1960,43,terrorism,counterterrorist,833.0,True,6613
1951-1960,43,terrorism,antiterrorist_drive,,True,6613
1951-1960,43,terrorism,jakarta_indonesia,801.0,True,6613
1951-1960,43,terrorist,south_vietnam,262.0,True,6613
1951-1960,44,terrorism,kill_injure,286.0,True,6253
1951-1960,44,terrorism,slay,32.0,True,6253
1951-1960,44,terrorism,cameroon,10.0,True,6253
1951-1960,44,terrorism,north_africans,639.0,True,6253
1951-1960,44,terrorism,mau_mau,600.0,True,6253
1951-1960,44,terrorism,counterterrorist,9.0,True,6253
1951-1960,44,terrorism,antiterrorist_drive,,True,6253
1951-1960,44,terrorism,jakarta_indonesia,277.0,True,6253
1951-1960,44,terrorist,south_vietnam,351.0,True,6253
1951-1960,45,terrorism,kill_injure,15.0,True,6589
1951-1960,45,terrorism,slay,1.0,True,6589
1951-1960,45,terrorism,cameroon,391.0,True,6589
1951-1960,45,terrorism,north_africans,38.0,True,6589
1951-1960,45,terrorism,mau_mau,7.0,True,6589
1951-1960,45,terrorism,counterterrorist,,True,6589
1951-1960,45,terrorism,antiterrorist_drive,,True,6589
1951-1960,45,terrorism,jakarta_indonesia,1013.0,True,6589
1951-1960,45,terrorist,south_vietnam,474.0,True,6589
1951-1960,46,terrorism,kill_injure,3.0,True,6453
1951-1960,46,terrorism,slay,80.0,True,6453
1951-1960,46,terrorism,cameroon,434.0,True,6453
1951-1960,46,terrorism,north_africans,69.0,True,6453
1951-1960,46,terrorism,mau_mau,106.0,True,6453
1951-1960,46,terrorism,counterterrorist,79.0,True,6453
1951-1960,46,terrorism,antiterrorist_drive,587.0,True,6453
1951-1960,46,terrorism,jakarta_indonesia,150.0,True,6453
1951-1960,46,terrorist,south_vietnam,5.0,True,6453
1951-1960,47,terrorism,kill_injure,229.0,True,6482
1951-1960,47,terrorism,slay,111.0,True,6482
1951-1960,47,terrorism,cameroon,291.0,True,6482
1951-1960,47,terrorism,north_africans,672.0,True,6482
1951-1960,47,terrorism,mau_mau,3.0,True,6482
1951-1960,47,terrorism,counterterrorist,55.0,True,6482
1951-1960,47,terrorism,antiterrorist_drive,,True,6482
1951-1960,47,terrorism,jakarta_indonesia,247.0,True,6482
1951-1960,47,terrorist,south_vietnam,138.0,True,6482
1951-1960,48,terrorism,kill_injure,57.0,True,6341
1951-1960,48,terrorism,slay,1.0,True,6341
1951-1960,48,terrorism,cameroon,139.0,True,6341
1951-1960,48,terrorism,north_africans,114.0,True,6341
1951-1960,48,terrorism,mau_mau,33.0,True,6341
1951-1960,48,terrorism,counterterrorist,55.0,True,6341
1951-1960,48,terrorism,antiterrorist_drive,690.0,True,6341
1951-1960,48,terrorism,jakarta_indonesia,335.0,True,6341
1951-1960,48,terrorist,south_vietnam,1114.0,True,6341
1951-1960,49,terrorism,kill_injure,,True,6449
1951-1960,49,terrorism,slay,39.0,True,6449
1951-1960,49,terrorism,cameroon,1296.0,True,6449
1951-1960,49,terrorism,north_africans,97.0,True,6449
1951-1960,49,terrorism,mau_mau,3.0,True,6449
1951-1960,49,terrorism,counterterrorist,400.0,True,6449
1951-1960,49,terrorism,antiterrorist_drive,154.0,True,6449
1951-1960,49,terrorism,jakarta_indonesia,249.0,True,6449
1951-1960,49,terrorist,south_vietnam,105.0,True,6449
